uniprot_name	uniprot_accessions	knownness	gene_name	protein_name	taxon_id	species	cluster_id	panther_group
PEX3_YEAST	P28795;D6VSW1	5.0	PEX3	Peroxisomal biogenesis factor 3 (Peroxin-3)	559292	Saccharomyces cerevisiae	UKP03894	PTHR28080
NUD1_YEAST	P32336;D6W366;Q08895	8.7	NUD1	Protein NUD1	559292	Saccharomyces cerevisiae	UKP12023	PTHR47566
HS150_YEAST	P32478;B6RI02;B6RI03;B6RI04;D6VW28;P47000;Q03179;Q6VXX4;Q86ZT2	4.2	HSP150	Cell wall mannoprotein HSP150 (150 kDa heat shock glycoprotein) (Covalently-linked cell wall protein 7) (Protein with internal repeats 2)	559292	Saccharomyces cerevisiae	UKP14005	PTHR47254
NGG1_YEAST	P32494;D6VSF8	4.0	NGG1	Chromatin-remodeling complexes subunit NGG1 (Transcriptional adapter 3)	559292	Saccharomyces cerevisiae	UKP06508	PTHR13556
DCW1_YEAST	P36091;D6VXP1;Q66R60	2.6	DCW1	Mannan endo-1,6-alpha-mannosidase DCW1 (EC 3.2.1.101) (Defective cell wall 1) (Endo-alpha-1->6-D-mannanase DCW1)	559292	Saccharomyces cerevisiae	UKP12210	PTHR12145
NDT80_YEAST	P38830;D3DL74;Q66R83	6.0	NDT80	Meiosis-specific transcription factor NDT80	559292	Saccharomyces cerevisiae	UKP12203	PTHR35144
MIG3_YEAST	P39943;D3DLS7	10.1	MIG3	Transcription corepressor MIG3 (Multicopy inhibitor of growth protein 3)	559292	Saccharomyces cerevisiae	UKP12408	PTHR47428
NUP42_YEAST	P49686;D6VSH5	6.2	NUP42	Nucleoporin NUP42 (Nuclear pore protein NUP42)	559292	Saccharomyces cerevisiae	UKP01156	PTHR46527
MIG2_YEAST	P53035;D6VTU6;O11853;O11854	10.4	MIG2	Regulatory protein MIG2	559292	Saccharomyces cerevisiae	UKP12408	PTHR47428
USE1_YEAST	P53146;D6VU47	4.6	USE1	Protein transport protein USE1 (SNARE-like tail-anchored protein 1) (Unconventional SNARE in the endoplasmic reticulum protein 1)	559292	Saccharomyces cerevisiae	UKP01665	PTHR13050
PXR1_YEAST	P53335;D6VV57;Q8TG89	6.2	PXR1	Protein PXR1 (G-patch nucleolar protein) (PinX1-related protein 1)	559292	Saccharomyces cerevisiae	UKP03453	PTHR23149
MMS22_YEAST	Q06164;D6VYW3	5.6	MMS22	E3 ubiquitin-protein ligase substrate receptor MMS22 (Methyl methanesulfonate-sensitivity protein 22) (Synthetically lethal with MCM10 protein 2)	559292	Saccharomyces cerevisiae	UKP14740	PTHR28122
CDA2_YEAST	Q06703;D6VYV2	6.6	CDA2	Chitin deacetylase 2 (EC 3.5.1.41)	559292	Saccharomyces cerevisiae	UKP11071	PTHR10587
APTX_YEAST	Q08702;D6W2V9;Q05189	6.0	HNT3	Aprataxin-like protein (EC 3.6.1.71) (EC 3.6.1.72) (Hit family protein 3)	559292	Saccharomyces cerevisiae	UKP02107	PTHR12486
NUM1_YEAST	Q00402;D6VSD2;Q03767	8.2	NUM1	Nuclear migration protein NUM1	559292	Saccharomyces cerevisiae	UKP14107	PTHR28190
RL1B_YEAST	P0CX44;D6VU14;P53030	3.3	RPL1B	Large ribosomal subunit protein uL1B (60S ribosomal protein L1-B) (L10a)	559292	Saccharomyces cerevisiae	UKP00998	PTHR23105
MED19_YEAST	P25046;D6VPR0	7.4	ROX3	Mediator of RNA polymerase II transcription subunit 19 (Hypoxic gene repressor protein 3) (Mediator complex subunit 19) (Negative regulator of URS2 protein 3) (SNF1 suppressor protein 7)	559292	Saccharomyces cerevisiae	UKP12177	PTHR28270
SPT10_YEAST	P35208;D6VW59	7.0	SPT10	Protein SPT10	559292	Saccharomyces cerevisiae	UKP14263	PTHR43138
IPT1_YEAST	P38954;D6VS58	4.7	IPT1	Inositolphosphotransferase 1 (EC 2.7.1.228) (Mannosyl diphosphorylinositol ceramide synthase)	559292	Saccharomyces cerevisiae	UKP11932	PTHR31310
PPN2_YEAST	P40152;D6W0X3	7.1	PPN2	Zinc-dependent endopolyphosphatase (EC 3.6.1.10) (Vacuolar polyphosphatase PPN2)	559292	Saccharomyces cerevisiae	UKP11154	PTHR42850
MTU1_YEAST	Q12093;D6VRW0;Q6IUF4	3.9	SLM3	Mitochondrial tRNA-specific 2-thiouridylase 1 (EC 2.8.1.14) (Mitochondrial translation optimization protein 2) (Synthetic lethal with MSS4 3)	559292	Saccharomyces cerevisiae	UKP08135	PTHR11933
ATG9_YEAST	Q12142;D6VRJ9	10.8	ATG9	Autophagy-related protein 9 (Cytoplasm to vacuole targeting protein 7)	559292	Saccharomyces cerevisiae	UKP00445	PTHR13038
YJ11B_YEAST	P47098;D6VWJ9;P87194	0.6	TY1B-JR1	Transposon Ty1-JR1 Gag-Pol polyprotein (Gag-Pol-p199) (TY1A-TY1B) (Transposon Ty1 TYA-TYB polyprotein) (p190) [Cleaved into: Capsid protein (CA) (Gag-p45) (p54); Ty1 protease (PR) (EC 3.4.23.-) (Pol-p20) (p23); Integrase (IN) (Pol-p71) (p84) (p90); Reverse transcriptase/ribonuclease H (RT) (RT-RH) (EC 2.7.7.49) (EC 2.7.7.7) (EC 3.1.26.4) (Pol-p63) (p60)]	559292	Saccharomyces cerevisiae	UKP03440	PTHR11439
YD11B_YEAST	Q03855;D6VS84	0.6	TY1B-DR1	Transposon Ty1-DR1 Gag-Pol polyprotein (Gag-Pol-p199) (TY1A-TY1B) (Transposon Ty1 TYA-TYB polyprotein) (p190) [Cleaved into: Capsid protein (CA) (Gag-p45) (p54); Ty1 protease (PR) (EC 3.4.23.-) (Pol-p20) (p23); Integrase (IN) (Pol-p71) (p84) (p90); Reverse transcriptase/ribonuclease H (RT) (RT-RH) (EC 2.7.7.49) (EC 2.7.7.7) (EC 3.1.26.4) (Pol-p63) (p60)]	559292	Saccharomyces cerevisiae	UKP03440	PTHR11439
YB12B_YEAST	Q12193;D6VQ13	0.6	TY1B-BR	Transposon Ty1-BR Gag-Pol polyprotein (Gag-Pol-p199) (TY1A-TY1B) (Transposon Ty1 TYA-TYB polyprotein) (p190) [Cleaved into: Capsid protein (CA) (Gag-p45) (p54); Ty1 protease (PR) (EC 3.4.23.-) (Pol-p20) (p23); Integrase (IN) (Pol-p71) (p84) (p90); Reverse transcriptase/ribonuclease H (RT) (RT-RH) (EC 2.7.7.49) (EC 2.7.7.7) (EC 3.1.26.4) (Pol-p63) (p60)]	559292	Saccharomyces cerevisiae	UKP03440	PTHR11439
YD14B_YEAST	P0C2I2;D6VSU6	0.6	TY1B-DR5	Transposon Ty1-DR5 Gag-Pol polyprotein (Gag-Pol-p199) (TY1A-TY1B) (Transposon Ty1 TYA-TYB polyprotein) (p190) [Cleaved into: Capsid protein (CA) (Gag-p45) (p54); Ty1 protease (PR) (EC 3.4.23.-) (Pol-p20) (p23); Integrase (IN) (Pol-p71) (p84) (p90); Reverse transcriptase/ribonuclease H (RT) (EC 2.7.7.49) (EC 2.7.7.7) (EC 3.1.26.4) (Pol-p63) (p60)]	559292	Saccharomyces cerevisiae	UKP03440	PTHR11439
YH41B_YEAST	P0C2J7;D3DKQ5	0.6	TY4B-H	Transposon Ty4-H Gag-Pol polyprotein (TY4A-TY4B) (Transposon Ty4 TYA-TYB polyprotein) [Includes: Capsid protein (CA); Ty4 protease (PR) (EC 3.4.23.-); Integrase (IN); Reverse transcriptase/ribonuclease H (RT) (RT-RH) (EC 2.7.7.49) (EC 2.7.7.7) (EC 3.1.26.4)]	559292	Saccharomyces cerevisiae	UKP03866	PTHR42648
SPA2_YEAST	P23201;D6VXY3	15.0	SPA2	Protein SPA2	559292	Saccharomyces cerevisiae	UKP12380	PTHR21601
YL13B_YEAST	P0C2I6;D6VYM8	0.6	TY1B-LR3	Transposon Ty1-LR3 Gag-Pol polyprotein (Gag-Pol-p199) (TY1A-TY1B) (Transposon Ty1 TYA-TYB polyprotein) (p190) [Cleaved into: Capsid protein (CA) (Gag-p45) (p54); Ty1 protease (PR) (EC 3.4.23.-) (Pol-p20) (p23); Integrase (IN) (Pol-p71) (p84) (p90); Reverse transcriptase/ribonuclease H (RT) (RT-RH) (EC 2.7.7.49) (EC 2.7.7.7) (EC 3.1.26.4) (Pol-p63) (p60)]	559292	Saccharomyces cerevisiae	UKP03440	PTHR11439
CAN1_YEAST	P04817;D3DLI7	5.0	CAN1	Arginine permease CAN1 (Canavanine resistance protein 1)	559292	Saccharomyces cerevisiae	UKP11495	PTHR43341
CDC37_YEAST	P06101;D6VSE8;Q04132	9.7	CDC37	Hsp90 co-chaperone Cdc37 (Cell division control protein 37) (Hsp90 chaperone protein kinase-targeting subunit)	559292	Saccharomyces cerevisiae	UKP06704	PTHR12800
RS25B_YEAST	P0C0T4;A2TBM7;D6VYX4;P05758;P07282	2.3	RPS25B	Small ribosomal subunit protein eS25B (40S ribosomal protein S25-B) (RP45) (S31) (YS23)	559292	Saccharomyces cerevisiae	UKP05388	PTHR12850
PGTB2_YEAST	P20133;D6W4H7;P32433	4.0	BET2	Geranylgeranyl transferase type-2 subunit beta (EC 2.5.1.60) (Geranylgeranyl transferase type II subunit beta) (GGTase-II-beta) (Type II protein geranyl-geranyltransferase subunit beta) (PGGT) (YPT1/SEC4 proteins geranylgeranyltransferase subunit beta)	559292	Saccharomyces cerevisiae	UKP00768	PTHR11774
MED17_YEAST	P32569;D3DLS1;Q06790;Q6B1B4	9.8	SRB4	Mediator of RNA polymerase II transcription subunit 17 (Mediator complex subunit 17) (Suppressor of RNA polymerase B 4)	559292	Saccharomyces cerevisiae	UKP01137	PTHR13114
ELM1_YEAST	P32801;D6VXN9	8.2	ELM1	Serine/threonine-protein kinase ELM1 (EC 2.7.11.1)	559292	Saccharomyces cerevisiae	UKP00265	PTHR43895
SSN2_YEAST	P38931;D6VT69	5.8	SSN2	Mediator of RNA polymerase II transcription subunit 13 (Mediator complex subunit 13) (Protein SCA1) (Suppressor of RNA polymerase B SSN2)	559292	Saccharomyces cerevisiae	UKP00924	PTHR48249
PDAT_YEAST	P40345;D6W1I3	9.2	LRO1	Phospholipid:diacylglycerol acyltransferase (PDAT) (EC 2.3.1.158) (LCAT-related open reading frame 1) (Lecithin cholesterol acyl transferase-related open reading frame 1) (Triacylglycerol synthase) (TAG synthase)	559292	Saccharomyces cerevisiae	UKP00640	PTHR11440
VTH1_YEAST	P40438;D6VVB8	3.1	VTH1	VPS10 homolog 1 (Sortilin VTH1)	559292	Saccharomyces cerevisiae	UKP06377	PTHR12106
LSB6_YEAST	P42951;D6VW84	5.2	LSB6	Phosphatidylinositol 4-kinase LSB6 (PI4-kinase) (PtdIns-4-kinase) (EC 2.7.1.67) (LAS seventeen-binding protein 6) (LAS17-binding protein 6)	559292	Saccharomyces cerevisiae	UKP06272	PTHR12865
NIT2_YEAST	P47016;D6VW60;Q71SQ0	1.6	NIT2	Deaminated glutathione amidase (dGSH amidase) (EC 3.5.1.128) (Nitrilase homolog 1)	559292	Saccharomyces cerevisiae	UKP05018	PTHR23088
TAF4_YEAST	P50105;D6VZI0	6.3	TAF4	Transcription initiation factor TFIID subunit 4 (MPT-1) (TAF suppressor gene 2 protein) (TAFII-48) (TBP-associated factor 4) (TBP-associated factor 48 kDa)	559292	Saccharomyces cerevisiae	UKP02008	PTHR15138
MED5_YEAST	P53114;D6VTZ9	4.5	NUT1	Mediator of RNA polymerase II transcription subunit 5 (Mediator complex subunit 5) (Negative regulator of URS2 protein 1)	559292	Saccharomyces cerevisiae	UKP14090	PTHR35784
ZPR1_YEAST	P53303;D6VUZ4;Q02807;Q02808	4.6	ZPR1	Zinc finger chaperone ZPR1	559292	Saccharomyces cerevisiae	UKP04249	PTHR10876
PRA1_YEAST	P53633;D6W1D5	0.0	YIP3	Prenylated Rab acceptor 1	559292	Saccharomyces cerevisiae	UKP00468	PTHR19317
NRK1_YEAST	P53915;D6W154	4.5	NRK1	Nicotinamide riboside kinase (NRK) (NmR-K) (EC 2.7.1.22) (Nicotinic acid riboside kinase) (EC 2.7.1.173) (Ribosylnicotinamide kinase) (RNK) (Ribosylnicotinic acid kinase)	559292	Saccharomyces cerevisiae	UKP00212	PTHR10285
SAM50_YEAST	P53969;D6W1F2	4.5	SAM50	Sorting assembly machinery 50 kDa subunit (TOB complex 55 kDa subunit)	559292	Saccharomyces cerevisiae	UKP03983	PTHR12815
ARMT1_YEAST	Q04371;D6VZK1	1.8	YMR027W	Damage-control phosphatase YMR027W (EC 3.1.3.-) (Sugar phosphate phosphatase YMR027W)	559292	Saccharomyces cerevisiae	UKP06556	PTHR12260
APC4_YEAST	Q04601;D6VSA3	7.4	APC4	Anaphase-promoting complex subunit 4	559292	Saccharomyces cerevisiae	UKP02178	PTHR13260
DCK1_YEAST	Q06409;D6VZ58	3.4	DCK1	DOCK-like protein 1	559292	Saccharomyces cerevisiae	UKP06395	PTHR45653
YP147_YEAST	Q06522;D6W4E4	3.7	YPR147C	Lipid droplet-associated triacylglycerol lipase (TAG lipase) (EC 3.1.1.3)	559292	Saccharomyces cerevisiae	UKP04306	PTHR13390
LUC7_YEAST	Q07508;D6VRR1	5.2	LUC7	Protein LUC7	559292	Saccharomyces cerevisiae	UKP01170	PTHR12375
GAS5_YEAST	Q08193;D6W235	3.3	GAS5	1,3-beta-glucanosyltransferase GAS5 (EC 2.4.1.-) (Glycolipid-anchored surface protein 5)	559292	Saccharomyces cerevisiae	UKP14003	PTHR31468
NOP53_YEAST	Q12080;D6W3M3	6.0	NOP53	Ribosome biogenesis protein NOP53 (Nucleolar protein 53)	559292	Saccharomyces cerevisiae	UKP00570	PTHR14211
ISA2_YEAST	Q12425;D6W471	8.1	ISA2	Iron-sulfur assembly protein 2	559292	Saccharomyces cerevisiae	UKP04745	PTHR43011
CHS7_YEAST	P38843;D3DL91	4.7	CHS7	Chitin synthase export chaperone	559292	Saccharomyces cerevisiae	UKP12192	PTHR35329
HSK3_YEAST	P69852;D6VX58	6.1	HSK3	DASH complex subunit HSK3 (Helper of ASK1 protein 3) (Outer kinetochore protein HSK3)	559292	Saccharomyces cerevisiae	UKP14236	PTHR28289
YD15B_YEAST	P0C2I3;D6VSZ5	0.6	TY1B-DR6	Transposon Ty1-DR6 Gag-Pol polyprotein (Gag-Pol-p199) (TY1A-TY1B) (Transposon Ty1 TYA-TYB polyprotein) (p190) [Cleaved into: Capsid protein (CA) (Gag-p45) (p54); Ty1 protease (PR) (EC 3.4.23.-) (Pol-p20) (p23); Integrase (IN) (Pol-p71) (p84) (p90); Reverse transcriptase/ribonuclease H (RT) (RT-RH) (EC 2.7.7.49) (EC 2.7.7.7) (EC 3.1.26.4) (Pol-p63) (p60)]	559292	Saccharomyces cerevisiae	UKP03440	PTHR11439
DAN1_YEAST	P47178;D6VWW8;O94102	1.8	DAN1	Cell wall protein DAN1 (Covalently-linked cell wall protein 13) (Delayed anaerobic protein 1)	559292	Saccharomyces cerevisiae	UKP15155	PTHR31002
ASP21_YEAST	P0CZ17;D6VYF3;P11163;Q12268;Q6Q5K8;Q6Q5K9	3.4	ASP3-1	L-asparaginase 2-1 (EC 3.5.1.1) (L-asparaginase II) (L-asparagine amidohydrolase II) (ASP II)	559292	Saccharomyces cerevisiae	UKP08316	PTHR11707
ODPX_YEAST	P16451;D6VUX5;E9P906	4.8	PDX1	Pyruvate dehydrogenase complex protein X component, mitochondrial (Dihydrolipoamide dehydrogenase-binding protein of pyruvate dehydrogenase complex) (E3-binding protein) (Pyruvate dehydrogenase complex component E3BP)	559292	Saccharomyces cerevisiae	UKP01161	PTHR23151
DBP3_YEAST	P20447;D6VU66	3.9	DBP3	ATP-dependent RNA helicase DBP3 (EC 3.6.4.13) (DEAD box protein 3) (Helicase CA3)	559292	Saccharomyces cerevisiae	UKP01534	PTHR47959
UTR1_YEAST	P21373;D6VWM0;E9P8Y8;Q54AD8	4.2	UTR1	NAD(+) kinase (EC 2.7.1.23) (Unknown transcript 1 protein)	559292	Saccharomyces cerevisiae	UKP04684	PTHR20275
ROX1_YEAST	P25042;D6W469	10.5	ROX1	Repressor ROX1 (Heme-dependent repression factor) (Hypoxic function repressor)	559292	Saccharomyces cerevisiae	UKP06157	PTHR10270
SCJ1_YEAST	P25303;D6W039	4.8	SCJ1	DnaJ-related protein SCJ1 (J protein SCJ1)	559292	Saccharomyces cerevisiae	UKP01898	PTHR43888
ADH7_YEAST	P25377;D6VRA5	3.2	ADH7	NADP-dependent alcohol dehydrogenase 7 (EC 1.1.1.2) (NADP-dependent alcohol dehydrogenase VII) (ADHVII)	559292	Saccharomyces cerevisiae	UKP04114	PTHR42683
PSO2_YEAST	P30620;D6VZW0;Q07072	7.4	PSO2	DNA cross-link repair protein PSO2/SNM1 (EC 3.1.-.-)	559292	Saccharomyces cerevisiae	UKP01707	PTHR23240
TGL1_YEAST	P34163;D6VX56	3.4	TGL1	Sterol esterase TGL1 (EC 3.1.1.13) (Triglyceride lipase-cholesterol esterase 1)	559292	Saccharomyces cerevisiae	UKP00725	PTHR11005
AXL2_YEAST	P38928;D6VVE6;Q96VY8	0.8	AXL2	Axial budding pattern protein 2 (Bud site selection protein 10) (Suppressor of RHO3 protein 4)	559292	Saccharomyces cerevisiae	UKP12941	PTHR15549
JHD1_YEAST	P40034;D3DLV3	5.3	JHD1	JmjC domain-containing histone demethylation protein 1 (EC 1.14.11.27) (Jumonji/ARID domain-containing protein 1) (ScJHDM1) ([Histone-H3]-lysine-36 demethylase 1)	559292	Saccharomyces cerevisiae	UKP07463	PTHR23123
EPS1_YEAST	P40557;D6VVS5	5.0	EPS1	ER-retained PMA1-suppressing protein 1 (EC 5.3.4.1)	559292	Saccharomyces cerevisiae	UKP02512	PTHR45672
BPL1_YEAST	P48445;D6VRK7	3.7	BPL1	Biotin--protein ligase (EC 6.3.4.-) (Biotin apo-protein ligase) [Includes: Biotin--[methylmalonyl-CoA-carboxytransferase] ligase (EC 6.3.4.9); Biotin--[propionyl-CoA-carboxylase [ATP-hydrolyzing]] ligase (EC 6.3.4.10) (Holocarboxylase synthetase) (HCS); Biotin--[methylcrotonoyl-CoA-carboxylase] ligase (EC 6.3.4.11); Biotin--[acetyl-CoA-carboxylase] ligase (EC 6.3.4.15)]	559292	Saccharomyces cerevisiae	UKP05233	PTHR12835
DSL1_YEAST	P53847;D6W0T5	4.2	DSL1	Protein transport protein DSL1 (Dependent on SLY1-20 protein 1)	559292	Saccharomyces cerevisiae	UKP00590	PTHR12205
MTND_YEAST	Q03677;D6VZI3	3.9	ADI1	Acireductone dioxygenase (Acireductone dioxygenase (Fe(2+)-requiring)) (ARD') (Fe-ARD) (EC 1.13.11.54) (Acireductone dioxygenase (Ni(2+)-requiring)) (ARD) (Ni-ARD) (EC 1.13.11.53)	559292	Saccharomyces cerevisiae	UKP00292	PTHR23418
HMO1_YEAST	Q03973;D6VSF6	13.6	HMO1	High mobility group protein 1 (High spontaneous mutagenesis protein 2)	559292	Saccharomyces cerevisiae	UKP06105	PTHR48112
SNX41_YEAST	Q04053;D6VT55	4.8	SNX41	Sorting nexin-41	559292	Saccharomyces cerevisiae	UKP12227	PTHR46979
UBX2_YEAST	Q04228;D6VZG1	8.8	UBX2	UBX domain-containing protein 2 (Secretion lowering protein 1)	559292	Saccharomyces cerevisiae	UKP05963	PTHR23322
ECM22_YEAST	Q05958;D6VYN0	8.5	ECM22	Sterol regulatory element-binding protein ECM22 (Extracellular mutant protein 22)	559292	Saccharomyces cerevisiae	UKP14020	PTHR47657
DUS3_YEAST	Q06053;D6VZ35;P39519	4.0	DUS3	tRNA-dihydrouridine(47) synthase [NAD(P)(+)] (EC 1.3.1.89) (mRNA-dihydrouridine synthase DUS3) (EC 1.3.1.-) (tRNA-dihydrouridine synthase 3)	559292	Saccharomyces cerevisiae	UKP01315	PTHR45846
RTK1_YEAST	Q12100;D6VRW6	1.0	RTK1	Probable serine/threonine-protein kinase RTK1 (EC 2.7.11.1) (Ribosome biogenesis and tRNA synthetase-associated kinase 1)	559292	Saccharomyces cerevisiae	UKP00085	PTHR24343
PST1_YEAST	Q12355;D6VS41	1.3	PST1	Cell wall mannoprotein PST1 (Haze protective factor 2) (Protoplast secreted protein 1)	559292	Saccharomyces cerevisiae	UKP12045	PTHR31018
SKS1_YEAST	Q12505;D6W3Y7	3.9	SKS1	Serine/threonine-protein kinase SKS1 (EC 2.7.11.1) (Suppressor kinase of SNF3)	559292	Saccharomyces cerevisiae	UKP01263	PTHR24348
PPB_YEAST	P11491;D6VTA4;E9P949;Q03374	4.3	PHO8	Repressible alkaline phosphatase (EC 3.1.3.1) (Fructose-2,6-bisphosphate 6-phosphatase) (EC 3.1.3.54) (Membrane-bound repressible alkaline phosphatase) [Cleaved into: Soluble alkaline phosphatase (EC 3.1.7.6) (Farnesyl diphosphatase)]	559292	Saccharomyces cerevisiae	UKP06390	PTHR11596
CUE5_YEAST	Q08412;D6W2A8	6.3	CUE5	Ubiquitin-binding protein CUE5 (Coupling of ubiquitin conjugation to ER degradation protein 5)	559292	Saccharomyces cerevisiae	UKP07588	PTHR16461
LDS2_YEAST	Q08218;D6W220	0.8	LDS2	Outer spore wall protein LDS2 (Lipid droplets in sporulation protein 2)	559292	Saccharomyces cerevisiae	UKP14182	PTHR34292
BMH1_YEAST	P29311;D3DM86;Q06854	13.8	BMH1	Protein BMH1	559292	Saccharomyces cerevisiae	UKP01808	PTHR18860
TGL3_YEAST	P40308;D6W0E0	6.4	TGL3	Triacylglycerol lipase 3 (EC 3.1.1.3) (Lipase 3)	559292	Saccharomyces cerevisiae	UKP02189	PTHR14226
SCE3_YEAST	P03877;A0A0A7P044;Q35790;Q9ZZX3	2.3	AI3	Intron-encoded DNA endonuclease aI3 (DNA endonuclease I-SceIII) [Cleaved into: Truncated non-functional cytochrome oxidase 1; DNA endonuclease aI3 (EC 3.1.-.-) (Intron-encoded endonuclease I-SceIII)]	559292	Saccharomyces cerevisiae	UKP14690	PTHR36181
SWC3_YEAST	P31376;D6VPK7	3.0	SWC3	SWR1-complex protein 3	559292	Saccharomyces cerevisiae	UKP14164	PTHR28108
YN11B_YEAST	Q12112;D6W0Q8	0.6	TY1B-NL1	Transposon Ty1-NL1 Gag-Pol polyprotein (Gag-Pol-p199) (TY1A-TY1B) (Transposon Ty1 TYA-TYB polyprotein) (p190) [Cleaved into: Capsid protein (CA) (Gag-p45) (p54); Ty1 protease (PR) (EC 3.4.23.-) (Pol-p20) (p23); Integrase (IN) (Pol-p71) (p84) (p90); Reverse transcriptase/ribonuclease H (RT) (RT-RH) (EC 2.7.7.49) (EC 2.7.7.7) (EC 3.1.26.4) (Pol-p63) (p60)]	559292	Saccharomyces cerevisiae	UKP03440	PTHR11439
COX8_YEAST	P04039;D6VZ30	2.1	COX8	Cytochrome c oxidase subunit 8, mitochondrial (Cytochrome c oxidase polypeptide VIII)	559292	Saccharomyces cerevisiae	UKP07949	PTHR13313
RLA1_YEAST	P05318;D6VRR8	5.2	RPP1A	Large ribosomal subunit protein P1A (P1A) (60S acidic ribosomal protein P1-alpha) (A1) (L12eIIA) (YP1alpha)	559292	Saccharomyces cerevisiae	UKP01980	PTHR45696
PLMT_YEAST	P05375;D6VWP3	5.3	OPI3	Phosphatidyl-N-methylethanolamine N-methyltransferase (EC 2.1.1.17) (EC 2.1.1.71) (Overproducer of inositol protein 3) (Phospholipid methyltransferase) (PLMT)	559292	Saccharomyces cerevisiae	UKP00692	PTHR15458
ERG12_YEAST	P07277;D6W033	6.5	ERG12	Mevalonate kinase (MK) (MvK) (EC 2.7.1.36) (Ergosterol biosynthesis protein 12) (Regulation of autonomous replication protein 1)	559292	Saccharomyces cerevisiae	UKP01864	PTHR43290
LTE1_YEAST	P07866;D6VPJ4	3.9	LTE1	Guanine nucleotide exchange factor LTE1 (Low temperature essential protein 1)	559292	Saccharomyces cerevisiae	UKP07605	PTHR23113
RS21A_YEAST	P0C0V8;D6VXB8;P05760	3.9	RPS21A	Small ribosomal subunit protein eS21A (40S ribosomal protein S21-A) (S26) (YS25)	559292	Saccharomyces cerevisiae	UKP05717	PTHR10442
RS4B_YEAST	P0CX36;D3DLF2;P05753	3.3	RPS4B	Small ribosomal subunit protein eS4B (40S ribosomal protein S4-B) (RP5) (S7) (YS6)	559292	Saccharomyces cerevisiae	UKP05696	PTHR11581
TAF13_YEAST	P11747;D6W0I7	4.4	TAF13	Transcription initiation factor TFIID subunit 13 (Function unknown 81 protein) (TAFII-19) (TAFII19) (TBP-associated factor 13) (TBP-associated factor 19 kDa)	559292	Saccharomyces cerevisiae	UKP00884	PTHR11380
RAD50_YEAST	P12753;D6W0U3	21.8	RAD50	DNA repair protein RAD50 (EC 3.6.-.-) (153 kDa protein)	559292	Saccharomyces cerevisiae	UKP00113	PTHR18867
TOP3_YEAST	P13099;D6VYN4	9.2	TOP3	DNA topoisomerase 3 (EC 5.6.2.1) (DNA topoisomerase III)	559292	Saccharomyces cerevisiae	UKP00956	PTHR11390
EI2BA_YEAST	P14741;D6VX91	12.5	GCN3	Translation initiation factor eIF-2B subunit alpha (GCD complex subunit GCN3) (Guanine nucleotide exchange factor subunit GCN3) (Translational activator GCN3) (eIF-2B GDP-GTP exchange factor subunit alpha)	559292	Saccharomyces cerevisiae	UKP05611	PTHR45860
TRM1_YEAST	P15565;D6VSA6;Q9URQ7;Q9URQ8	1.9	TRM1	tRNA (guanine(26)-N(2))-dimethyltransferase, mitochondrial (EC 2.1.1.216) (tRNA 2,2-dimethylguanosine-26 methyltransferase) (tRNA(guanine-26,N(2)-N(2)) methyltransferase) (tRNA(m(2,2)G26)dimethyltransferase)	559292	Saccharomyces cerevisiae	UKP00992	PTHR10631
CG12_YEAST	P20438;D6W3B5;E9P938	5.3	CLN2	G1/S-specific cyclin CLN2	559292	Saccharomyces cerevisiae	UKP09102	PTHR21615
SEC15_YEAST	P22224;D6VVA1	4.8	SEC15	Exocyst complex component SEC15	559292	Saccharomyces cerevisiae	UKP01695	PTHR12702
CG21_YEAST	P24868;D6VUN9	8.0	CLB1	G2/mitotic-specific cyclin-1	559292	Saccharomyces cerevisiae	UKP01025	PTHR10177
KIN82_YEAST	P25341;D6VR91	2.6	KIN82	Serine/threonine-protein kinase KIN82 (EC 2.7.11.1) (Flippase kinase 2)	559292	Saccharomyces cerevisiae	UKP00327	PTHR45637
RRP7_YEAST	P25368;D6VQY4	7.8	RRP7	Ribosomal RNA-processing protein 7	559292	Saccharomyces cerevisiae	UKP01659	PTHR13191
NFS1_YEAST	P25374;D6VQZ7	7.2	NFS1	Cysteine desulfurase, mitochondrial (EC 2.8.1.7) (tRNA-splicing protein SPL1)	559292	Saccharomyces cerevisiae	UKP01829	PTHR11601
SSK22_YEAST	P25390;D6VR75	3.1	SSK22	Serine/threonine-protein kinase SSK22 (EC 2.7.11.1) (MAP kinase kinase kinase SSK22) (Suppressor of sensor kinase 22)	559292	Saccharomyces cerevisiae	UKP01231	PTHR48016
GAR1_YEAST	P28007;D3DL41	3.4	GAR1	H/ACA ribonucleoprotein complex subunit GAR1 (Glycine/arginine-rich protein 1) (snoRNP protein GAR1)	559292	Saccharomyces cerevisiae	UKP00811	PTHR23237
CAPZA_YEAST	P28495;D6VXS9	3.1	CAP1	F-actin-capping protein subunit alpha	559292	Saccharomyces cerevisiae	UKP02167	PTHR10653
MLS1_YEAST	P30952;B0KZR8;B0KZS7;B0KZU5;B0KZY1;B0L026;D6W165;Q4KQ64;Q4KQ91;Q4KQC3;Q4KQC4;Q4KQC8	2.6	MLS1	Malate synthase 1 (EC 2.3.3.9)	559292	Saccharomyces cerevisiae	UKP02201	PTHR42902
PSK1_YEAST	P31374;D6VPK1	4.4	PSK1	Serine/threonine-protein kinase PSK1 (EC 2.7.11.1) (PAS kinase 1)	559292	Saccharomyces cerevisiae	UKP01412	PTHR24346
